estimator,est_error,shd,cpshd,f1score,sparsity,dag_rate,n,p,m,ne,s,graph_type,id
Clustered DAG,0.6818633442226957,6.389240506329114,6.60126582278481,0.6249833444370417,8.930379746835444,1.0,316,20,2,10,1,erdos-renyi,9
Contextual DAG,0.7032654125303486,6.864,7.394,0.573956767749924,10.668,1.0,1000,20,2,10,1,erdos-renyi,9
Fixed DAG,0.4474302086494968,0.0,0.0,1.0,10.0,1.0,1000,20,2,10,1,erdos-renyi,9
Sorted DAG (fixed),0.5108718066408295,4.171,4.917,0.7937504296475256,10.827,1.0,1000,20,2,10,1,erdos-renyi,9
Sorted DAG (truth),0.5889438363428581,3.778,4.371,0.7853309458854367,9.026,1.0,1000,20,2,10,1,erdos-renyi,9
Clustered DAG,0.6588771431184298,7.572,8.307,0.5691931553482636,10.545,1.0,1000,20,2,10,1,erdos-renyi,9
Contextual DAG,0.6293930973223527,1.7106261859582543,1.142314990512334,0.8470831118740113,9.983238456672991,1.0,3162,20,2,10,1,erdos-renyi,9
Fixed DAG,0.4860541756232849,0.0,0.0,1.0,10.0,1.0,3162,20,2,10,1,erdos-renyi,9
Sorted DAG (fixed),0.5180520474978667,0.4601518026565465,0.6676154332700822,0.978666033301597,10.232447817836812,1.0,3162,20,2,10,1,erdos-renyi,9
Sorted DAG (truth),0.5644369455910822,0.4250474383301708,0.5066413662239089,0.979030901942204,10.02403542061986,1.0,3162,20,2,10,1,erdos-renyi,9
Clustered DAG,0.7327135184460994,7.792220113851992,7.711891208096142,0.5172359811301982,9.017394054395952,1.0,3162,20,2,10,1,erdos-renyi,9
Contextual DAG,0.35654959508003536,1.5721,2.4025,0.8431477944862148,10.0014,1.0,10000,20,2,10,1,erdos-renyi,9
Fixed DAG,0.4917776744198468,0.0,0.0,1.0,10.0,1.0,10000,20,2,10,1,erdos-renyi,9
Sorted DAG (fixed),0.2801937024174364,0.0,0.0,1.0,10.0,1.0,10000,20,2,10,1,erdos-renyi,9
Sorted DAG (truth),0.32254836538030773,0.0083,0.0083,0.9995631578947366,9.9917,1.0,10000,20,2,10,1,erdos-renyi,9
Clustered DAG,0.7287397540016073,7.7781,8.4644,0.5197944528325134,9.6988,1.0,10000,20,2,10,1,erdos-renyi,9
Contextual DAG,1.1186316278495547,16.28,16.29,0.03752175666158793,7.53,1.0,100,20,5,10,1,erdos-renyi,9
Fixed DAG,0.8029318932632918,11.0,10.0,0.3809523809523809,11.0,1.0,100,20,5,10,1,erdos-renyi,9
Sorted DAG (fixed),1.1002862106114644,18.66,18.89,0.07759976717446618,10.53,1.0,100,20,5,10,1,erdos-renyi,9
Sorted DAG (truth),1.0145679725700163,16.57,16.95,0.0927170930416689,8.59,1.0,100,20,5,10,1,erdos-renyi,9
Clustered DAG,0.8029318932632918,11.0,10.0,0.3809523809523809,11.0,1.0,100,20,5,10,1,erdos-renyi,9
Contextual DAG,0.9096449152208282,11.132911392405063,10.727848101265822,0.2728399271678257,8.363924050632912,1.0,316,20,5,10,1,erdos-renyi,9
Fixed DAG,0.45909034745211547,1.0,0.0,0.8999999999999994,10.0,1.0,316,20,5,10,1,erdos-renyi,9
Sorted DAG (fixed),0.8398175704310868,10.329113924050633,11.104430379746836,0.4040642188586012,8.382911392405063,1.0,316,20,5,10,1,erdos-renyi,9
Sorted DAG (truth),0.7876157664310299,8.75,10.164556962025317,0.5124643833315881,8.813291139240507,1.0,316,20,5,10,1,erdos-renyi,9
Clustered DAG,0.8381034351410238,10.990506329113924,10.895569620253164,0.32040760704984556,10.199367088607595,1.0,316,20,5,10,1,erdos-renyi,9
Contextual DAG,0.7778771011987419,7.848,8.771,0.4916053222179529,11.046,1.0,1000,20,5,10,1,erdos-renyi,9
Fixed DAG,0.42734887525761134,2.0,0.0,0.7999999999999989,10.0,1.0,1000,20,5,10,1,erdos-renyi,9
Sorted DAG (fixed),0.6408184663548152,6.526,6.557,0.6268928513463536,11.484,1.0,1000,20,5,10,1,erdos-renyi,9
Sorted DAG (truth),0.680454940781156,5.149,6.501,0.7127591403605174,9.189,1.0,1000,20,5,10,1,erdos-renyi,9
Clustered DAG,0.7521774468949742,8.378,9.121,0.48105023923444984,9.766,1.0,1000,20,5,10,1,erdos-renyi,9
Contextual DAG,0.7087120146232582,4.794750158127767,5.4943074003795065,0.590176832733002,10.28336495888678,1.0,3162,20,5,10,1,erdos-renyi,9
Fixed DAG,0.5740559707005107,3.0,7.0,0.7000000000000001,10.0,1.0,3162,20,5,10,1,erdos-renyi,9
Sorted DAG (fixed),0.6840201022820063,3.9142947501581276,7.3820366856419986,0.6597969217209656,9.469955724225175,1.0,3162,20,5,10,1,erdos-renyi,9
Sorted DAG (truth),0.4588779873487943,0.9294750158127767,1.2767235926628715,0.9421748469248852,9.746679316888045,1.0,3162,20,5,10,1,erdos-renyi,9
Clustered DAG,0.811789445198129,9.166666666666666,10.562302340290955,0.4256626356774673,10.01201771030993,1.0,3162,20,5,10,1,erdos-renyi,9
Contextual DAG,0.4871598121291487,1.6099,1.1869,0.8499323849378688,10.0393,1.0,10000,20,5,10,1,erdos-renyi,9
Fixed DAG,0.5328573164732143,1.0,0.0,0.8999999999999987,10.0,1.0,10000,20,5,10,1,erdos-renyi,9
Sorted DAG (fixed),0.5540025880215954,1.4216,0.5965,0.8793473542914803,10.0826,1.0,10000,20,5,10,1,erdos-renyi,9
Sorted DAG (truth),0.4638748250273213,0.3903,0.4892,0.977445654743396,9.9951,1.0,10000,20,5,10,1,erdos-renyi,9
Clustered DAG,0.7261837691712532,7.5938,7.8415,0.5227490486014114,9.1552,1.0,10000,20,5,10,1,erdos-renyi,9
Contextual DAG,1.0305111519903967,16.86,17.02,0.07274898712544985,9.85,1.0,100,20,2,10,1,erdos-renyi,10
Fixed DAG,0.8752585739741153,10.0,10.0,0.33333333333333337,8.0,1.0,100,20,2,10,1,erdos-renyi,10
Sorted DAG (fixed),0.9959471784404221,15.86,16.18,0.1608427030539133,10.23,1.0,100,20,2,10,1,erdos-renyi,10
Sorted DAG (truth),1.038340734492892,16.95,17.43,0.11011711311709167,9.41,1.0,100,20,2,10,1,erdos-renyi,10
Clustered DAG,0.8752585739741153,10.0,10.0,0.33333333333333337,8.0,1.0,100,20,2,10,1,erdos-renyi,10
Contextual DAG,0.970913929785558,12.569620253164556,12.458860759493671,0.20918102197809976,9.167721518987342,1.0,316,20,2,10,1,erdos-renyi,10
Fixed DAG,0.5549732643190605,3.0,2.0,0.6999999999999994,10.0,1.0,316,20,2,10,1,erdos-renyi,10
Sorted DAG (fixed),0.7929048880232626,11.563291139240507,12.329113924050633,0.402968548096532,12.205696202531646,1.0,316,20,2,10,1,erdos-renyi,10
Sorted DAG (truth),0.7476265684803628,8.363924050632912,9.636075949367088,0.5147319885716187,8.844936708860759,1.0,316,20,2,10,1,erdos-renyi,10
Clustered DAG,0.7583863590004455,7.819620253164557,8.579113924050633,0.5090014064697609,9.49367088607595,1.0,316,20,2,10,1,erdos-renyi,10
Contextual DAG,0.8815070395576241,8.543,7.769,0.3512256386063984,9.711,1.0,1000,20,2,10,1,erdos-renyi,10
Fixed DAG,0.5613312990190942,2.0,5.0,0.7999999999999989,10.0,1.0,1000,20,2,10,1,erdos-renyi,10
Sorted DAG (fixed),0.6304173496032475,5.428,8.217,0.6434928513633082,10.354,1.0,1000,20,2,10,1,erdos-renyi,10
Sorted DAG (truth),0.5381071416454521,3.89,4.749,0.7756425167351926,10.276,1.0,1000,20,2,10,1,erdos-renyi,10
Clustered DAG,0.7821740400500148,8.785,10.385,0.4486835497835496,10.779,1.0,1000,20,2,10,1,erdos-renyi,10
Contextual DAG,0.5739493918995976,2.0287792536369387,2.7409867172675524,0.8187188600570767,10.062302340290955,1.0,3162,20,2,10,1,erdos-renyi,10
Fixed DAG,0.4701225546500297,0.0,0.0,1.0,10.0,1.0,3162,20,2,10,1,erdos-renyi,10
Sorted DAG (fixed),0.5399997713094337,0.6157495256166983,0.8086654016445288,0.9688382122735106,9.827008222643896,1.0,3162,20,2,10,1,erdos-renyi,10
Sorted DAG (truth),0.5095565451381753,0.41397849462365593,0.4898798228969007,0.9802252035710132,10.123023402909551,1.0,3162,20,2,10,1,erdos-renyi,10
Clustered DAG,0.7021666383294652,6.9304237824161925,7.650537634408602,0.5599168305286,8.712839974699557,1.0,3162,20,2,10,1,erdos-renyi,10
Contextual DAG,0.3352924819005778,0.9405,0.0167,0.9066293233082697,10.0001,1.0,10000,20,2,10,1,erdos-renyi,10
Fixed DAG,0.5402093848958156,1.0,0.0,0.8999999999999987,10.0,1.0,10000,20,2,10,1,erdos-renyi,10
Sorted DAG (fixed),0.47127227134868754,1.0,0.0,0.8999999999999987,10.0,1.0,10000,20,2,10,1,erdos-renyi,10
Sorted DAG (truth),0.4444067037513494,0.0,0.0,1.0,10.0,1.0,10000,20,2,10,1,erdos-renyi,10
Clustered DAG,0.7417750896128491,7.8603,8.3363,0.5068071404714026,9.4199,1.0,10000,20,2,10,1,erdos-renyi,10
Contextual DAG,1.0356394694321764,19.62,20.13,0.1270545203546056,13.6,1.0,100,20,5,10,1,erdos-renyi,10
Fixed DAG,0.8251432047198961,8.0,10.0,0.4,10.0,1.0,100,20,5,10,1,erdos-renyi,10
Sorted DAG (fixed),1.0184012723528144,19.84,20.26,0.10299585541420743,14.27,1.0,100,20,5,10,1,erdos-renyi,10
Sorted DAG (truth),0.9867353237546533,20.11,21.17,0.18274821226957869,14.83,1.0,100,20,5,10,1,erdos-renyi,10
Clustered DAG,0.8251432047198961,8.0,10.0,0.4,10.0,1.0,100,20,5,10,1,erdos-renyi,10
Contextual DAG,0.948001678592112,12.64240506329114,13.199367088607595,0.2048215345300037,8.227848101265822,1.0,316,20,5,10,1,erdos-renyi,10
Fixed DAG,0.8256672250654957,7.0,5.0,0.38095238095238104,11.0,1.0,316,20,5,10,1,erdos-renyi,10
Sorted DAG (fixed),0.9565625601250929,12.610759493670885,12.427215189873417,0.17964371738823068,8.186708860759493,1.0,316,20,5,10,1,erdos-renyi,10
Sorted DAG (truth),0.8331705689104487,9.613924050632912,10.69620253164557,0.4194740419094689,7.80379746835443,1.0,316,20,5,10,1,erdos-renyi,10
Clustered DAG,0.8461847247902148,9.310126582278482,9.563291139240507,0.4068589194505251,9.50632911392405,1.0,316,20,5,10,1,erdos-renyi,10
Contextual DAG,0.8058225315037831,7.274,6.651,0.47844022174762685,10.689,1.0,1000,20,5,10,1,erdos-renyi,10
Fixed DAG,0.4398711578940635,1.0,3.0,0.8999999999999989,10.0,1.0,1000,20,5,10,1,erdos-renyi,10
Sorted DAG (fixed),0.603731614418441,4.582,7.056,0.7264048209634588,10.633,1.0,1000,20,5,10,1,erdos-renyi,10
Sorted DAG (truth),0.6507732254501502,4.889,6.247,0.7337853474374357,9.553,1.0,1000,20,5,10,1,erdos-renyi,10
Clustered DAG,0.759302540685655,7.731,7.4,0.4938787878787876,10.105,1.0,1000,20,5,10,1,erdos-renyi,10
Contextual DAG,0.6766729403812969,4.212839974699557,4.537634408602151,0.6452213748955068,9.921884882985452,1.0,3162,20,5,10,1,erdos-renyi,10
Fixed DAG,0.5388744283958949,1.0,0.0,0.8999999999999992,10.0,1.0,3162,20,5,10,1,erdos-renyi,10
Sorted DAG (fixed),0.5100773378319756,2.204301075268817,1.6432637571157496,0.8447936691911436,10.327956989247312,1.0,3162,20,5,10,1,erdos-renyi,10
Sorted DAG (truth),0.4722319439764557,0.9557242251739405,1.1438962681846931,0.9444570185736656,9.945604048070841,1.0,3162,20,5,10,1,erdos-renyi,10
Clustered DAG,0.7515034653154737,7.837444655281468,8.449715370018975,0.49948412252959185,9.576217583807717,1.0,3162,20,5,10,1,erdos-renyi,10
Contextual DAG,0.5450681436414119,1.5235,1.1519,0.8697491284795608,10.071,1.0,10000,20,5,10,1,erdos-renyi,10
Fixed DAG,0.6025062540232239,2.0,0.0,0.8000000000000006,10.0,1.0,10000,20,5,10,1,erdos-renyi,10
Sorted DAG (fixed),0.5186140164621315,2.2435,0.3143,0.7902230150724339,10.1381,1.0,10000,20,5,10,1,erdos-renyi,10
Sorted DAG (truth),0.41521646571781884,0.3268,0.3827,0.9841613209029749,10.2106,1.0,10000,20,5,10,1,erdos-renyi,10
Clustered DAG,0.7725258180468348,8.3565,8.4334,0.4623907872865533,9.3637,1.0,10000,20,5,10,1,erdos-renyi,10
