estimator,est_error,shd,cpshd,f1score,sparsity,dag_rate,n,p,m,ne,s,graph_type,id
Sorted DAG (fixed),0.7723924861708775,5.3765822784810124,5.439873417721519,0.38686016146464086,4.3924050632911396,1.0,316,20,5,10,0.5,erdos-renyi,5
Sorted DAG (truth),0.650582256711113,3.5537974683544302,4.237341772151899,0.6537481755124278,5.525316455696203,1.0,316,20,5,10,0.5,erdos-renyi,5
Clustered DAG,0.8426097700576576,5.6265822784810124,6.1265822784810124,0.41339411291942946,5.537974683544304,1.0,316,20,5,10,0.5,erdos-renyi,5
Contextual DAG,0.5156194883883126,3.637,4.259,0.6198584219215022,5.151,1.0,1000,20,5,10,0.5,erdos-renyi,5
Fixed DAG,0.9179137534871995,5.184,5.143,0.4057384948384948,6.0,1.0,1000,20,5,10,0.5,erdos-renyi,5
Sorted DAG (fixed),0.6687427996463287,4.797,5.056,0.4383567097673268,5.012,1.0,1000,20,5,10,0.5,erdos-renyi,5
Sorted DAG (truth),0.5163397683342497,1.619,2.076,0.7940343862965377,4.188,1.0,1000,20,5,10,0.5,erdos-renyi,5
Clustered DAG,0.6967799647770352,3.882,4.525,0.5704550227550227,4.931,1.0,1000,20,5,10,0.5,erdos-renyi,5
Contextual DAG,0.32136737822966166,1.4108159392789374,1.609740670461733,0.8326835521818958,4.621758380771664,1.0,3162,20,5,10,0.5,erdos-renyi,5
Fixed DAG,0.8954156393111024,5.278304870335231,5.115749525616699,0.42780459753894284,6.0,1.0,3162,20,5,10,0.5,erdos-renyi,5
Sorted DAG (fixed),0.4743273303362242,3.5395319418089817,3.5777988614800758,0.5676265056797557,5.540796963946869,1.0,3162,20,5,10,0.5,erdos-renyi,5
Sorted DAG (truth),0.1853936583767289,1.276091081593928,1.6110056925996206,0.886582430066288,6.018342820999368,1.0,3162,20,5,10,0.5,erdos-renyi,5
Clustered DAG,0.5550279565392944,3.172675521821632,3.4326375711574952,0.6556561033316252,4.8719165085389,1.0,3162,20,5,10,0.5,erdos-renyi,5
Contextual DAG,0.24794390975912278,0.8303,0.9462,0.9045672059922099,4.7964,1.0,10000,20,5,10,0.5,erdos-renyi,5
Fixed DAG,0.9345111236026569,5.3952,4.8611,0.35076823898323894,5.0,1.0,10000,20,5,10,0.5,erdos-renyi,5
Sorted DAG (fixed),0.5254234609693017,2.5657,1.7559,0.5763911516177099,4.5643,1.0,10000,20,5,10,0.5,erdos-renyi,5
Sorted DAG (truth),0.14561158186672873,0.6832,0.798,0.9322379983937481,5.5937,1.0,10000,20,5,10,0.5,erdos-renyi,5
Clustered DAG,0.46311402700020915,2.9729,3.1015,0.6687827070315309,4.9053,1.0,10000,20,5,10,0.5,erdos-renyi,5
Contextual DAG,0.9531964302216107,9.31,9.41,0.12567821715576874,6.29,1.0,100,20,2,10,0.5,scale-free,5
Fixed DAG,0.9103653210401121,4.87,5.05,0.3119213564213564,4.0,1.0,100,20,2,10,0.5,scale-free,5
Sorted DAG (fixed),0.9315602485603705,7.4,7.43,0.1587210343499548,4.95,1.0,100,20,2,10,0.5,scale-free,5
Sorted DAG (truth),0.7948058479598719,6.38,6.76,0.36109176116194214,5.99,1.0,100,20,2,10,0.5,scale-free,5
Clustered DAG,0.9103653210401121,4.87,5.05,0.3119213564213564,4.0,1.0,100,20,2,10,0.5,scale-free,5
Contextual DAG,0.45488583980235564,4.174050632911392,4.474683544303797,0.5808718423791406,5.550632911392405,1.0,316,20,2,10,0.5,scale-free,5
Fixed DAG,0.9557491736163336,4.75,4.2215189873417724,0.23009845288326308,2.0,1.0,316,20,2,10,0.5,scale-free,5
Sorted DAG (fixed),0.7566005724106276,7.227848101265823,6.708860759493671,0.28897109703128343,6.9145569620253164,1.0,316,20,2,10,0.5,scale-free,5
Sorted DAG (truth),0.4389883053248652,2.1044303797468356,2.6139240506329116,0.7324158534648109,4.408227848101266,1.0,316,20,2,10,0.5,scale-free,5
Clustered DAG,0.5837240264777928,3.759493670886076,4.056962025316456,0.6222623543826074,5.208860759493671,1.0,316,20,2,10,0.5,scale-free,5
Contextual DAG,0.23189792244112872,1.561,1.835,0.8286017358710345,5.515,1.0,1000,20,2,10,0.5,scale-free,5
Fixed DAG,0.8940851365503093,5.045,5.035,0.3541512765012764,5.0,1.0,1000,20,2,10,0.5,scale-free,5
Sorted DAG (fixed),0.5691058877000269,3.116,2.569,0.5483898206368795,4.71,1.0,1000,20,2,10,0.5,scale-free,5
Sorted DAG (truth),0.2208639403798103,1.325,1.479,0.8681143036825122,5.639,1.0,1000,20,2,10,0.5,scale-free,5
Clustered DAG,0.5254605575347385,2.83,2.707,0.6134631146631147,4.731,1.0,1000,20,2,10,0.5,scale-free,5
Contextual DAG,0.2180994920772273,0.5294117647058824,0.5777988614800759,0.9346018884980732,4.795698924731183,1.0,3162,20,2,10,0.5,scale-free,5
Fixed DAG,0.9550459791202544,5.348513598987982,5.3760278304870335,0.26366877903879793,4.0,1.0,3162,20,2,10,0.5,scale-free,5
Sorted DAG (fixed),0.7564420403190021,5.212207463630613,4.007906388361796,0.3814837832459777,5.29696394686907,1.0,3162,20,2,10,0.5,scale-free,5
Sorted DAG (truth),0.11677733971542173,0.5550284629981025,0.6499051233396584,0.9407977722147975,5.400063251106895,1.0,3162,20,2,10,0.5,scale-free,5
Clustered DAG,0.5396948923721244,3.5053763440860215,3.761543327008223,0.663919240772126,5.063251106894371,1.0,3162,20,2,10,0.5,scale-free,5
Contextual DAG,0.18718503090151611,0.574,0.7072,0.9246166894380129,4.6068,1.0,10000,20,2,10,0.5,scale-free,5
Fixed DAG,0.9092839344104169,4.8154,5.0195,0.3424949173049173,5.0,1.0,10000,20,2,10,0.5,scale-free,5
Sorted DAG (fixed),0.5626671022485644,3.4383,2.8891,0.45458745840245063,4.9846,1.0,10000,20,2,10,0.5,scale-free,5
Sorted DAG (truth),0.10716188509442313,0.2057,0.282,0.9785998433102843,5.145,1.0,10000,20,2,10,0.5,scale-free,5
Clustered DAG,0.38767301179698405,2.6513,2.947,0.7163439726123553,4.8381,1.0,10000,20,2,10,0.5,scale-free,5
Contextual DAG,1.0,5.47,5.47,0.0,0.0,1.0,100,20,5,10,0.5,scale-free,5
Fixed DAG,0.9072733591483554,5.25,5.53,0.4407550782550782,6.0,1.0,100,20,5,10,0.5,scale-free,5
Sorted DAG (fixed),0.9773014540707696,12.21,12.48,0.1120674526735541,9.34,1.0,100,20,5,10,0.5,scale-free,5
Sorted DAG (truth),0.8221942366315641,10.49,11.51,0.31375235990647254,9.92,1.0,100,20,5,10,0.5,scale-free,5
Clustered DAG,0.9072733591483554,5.25,5.53,0.4407550782550782,6.0,1.0,100,20,5,10,0.5,scale-free,5
Contextual DAG,0.7809156611205731,4.430379746835443,4.8924050632911396,0.39701011805279174,3.5632911392405062,1.0,316,20,5,10,0.5,scale-free,5
Fixed DAG,0.9164209460514452,5.319620253164557,5.370253164556962,0.32713251937935484,5.0,1.0,316,20,5,10,0.5,scale-free,5
Sorted DAG (fixed),0.8221054400846868,4.8354430379746836,4.996835443037975,0.32282849059189345,3.5569620253164556,1.0,316,20,5,10,0.5,scale-free,5
Sorted DAG (truth),0.7024192243688627,3.1582278481012658,3.7151898734177213,0.5757089600531199,4.262658227848101,1.0,316,20,5,10,0.5,scale-free,5
Clustered DAG,0.88152157728829,5.310126582278481,5.7784810126582276,0.36666761508533663,4.512658227848101,1.0,316,20,5,10,0.5,scale-free,5
Contextual DAG,0.6737093163482409,2.942,3.233,0.5835048936492233,3.978,1.0,1000,20,5,10,0.5,scale-free,5
Fixed DAG,0.9091117840497456,5.499,5.381,0.4376323537573539,7.0,1.0,1000,20,5,10,0.5,scale-free,5
Sorted DAG (fixed),0.5952469682060221,2.967,3.041,0.556630426161386,3.845,1.0,1000,20,5,10,0.5,scale-free,5
Sorted DAG (truth),0.5231174805663531,1.92,2.203,0.739332672590567,4.255,1.0,1000,20,5,10,0.5,scale-free,5
Clustered DAG,0.7659300123090814,5.466,5.74,0.4315122932622932,4.87,1.0,1000,20,5,10,0.5,scale-free,5
Contextual DAG,0.37681200978379403,1.58191018342821,1.8507273877292854,0.793905043172683,4.346616065781151,1.0,3162,20,5,10,0.5,scale-free,5
Fixed DAG,0.9114020072841384,4.934851359898798,4.959203036053131,0.3737475575236485,4.0,1.0,3162,20,5,10,0.5,scale-free,5
Sorted DAG (fixed),0.5009478349113659,3.621442125237192,3.5895003162555343,0.5880189535751963,5.402909550917141,1.0,3162,20,5,10,0.5,scale-free,5
Sorted DAG (truth),0.44743019745083573,1.5983554712207464,1.8602150537634408,0.783216685019562,3.864010120177103,1.0,3162,20,5,10,0.5,scale-free,5
Clustered DAG,0.5568632700097818,3.8915243516761544,4.1884882985452245,0.5877514584917756,5.2893738140417454,1.0,3162,20,5,10,0.5,scale-free,5
Contextual DAG,0.23223233673543042,0.6298,0.7817,0.9248152849463916,4.929,1.0,10000,20,5,10,0.5,scale-free,5
Fixed DAG,0.918997124575828,5.4679,6.0414,0.4002333949383948,5.0,1.0,10000,20,5,10,0.5,scale-free,5
Sorted DAG (fixed),0.42324934387527047,2.9309,3.0201,0.5772386484453389,5.5247,1.0,10000,20,5,10,0.5,scale-free,5
Sorted DAG (truth),0.42082111064517297,1.215,1.5101,0.8338287000417884,3.8707,1.0,10000,20,5,10,0.5,scale-free,5
Clustered DAG,0.5529103293134735,3.6189,4.1511,0.6183756297134241,5.0309,1.0,10000,20,5,10,0.5,scale-free,5
Contextual DAG,0.8396532718425765,5.86,6.19,0.34852231625230806,4.76,1.0,100,20,2,10,0.5,erdos-renyi,6
Fixed DAG,0.9125179364719354,5.5,5.5,0.38414041514041514,6.0,1.0,100,20,2,10,0.5,erdos-renyi,6
Sorted DAG (fixed),0.8281305251028959,6.25,6.43,0.4084985877793905,5.41,1.0,100,20,2,10,0.5,erdos-renyi,6
Sorted DAG (truth),0.7845638063828164,3.55,3.92,0.5210278153219329,3.51,1.0,100,20,2,10,0.5,erdos-renyi,6
Clustered DAG,0.9125179364719354,5.5,5.5,0.38414041514041514,6.0,1.0,100,20,2,10,0.5,erdos-renyi,6
Contextual DAG,0.48969411378771394,2.430379746835443,2.8955696202531644,0.7249451805417437,4.550632911392405,1.0,316,20,2,10,0.5,erdos-renyi,6
Fixed DAG,0.9206485437590264,4.69620253164557,4.727848101265823,0.43879186917161606,5.0,1.0,316,20,2,10,0.5,erdos-renyi,6
Sorted DAG (fixed),0.5898159549175517,3.9683544303797467,4.189873417721519,0.5955092060368521,5.5664556962025316,1.0,316,20,2,10,0.5,erdos-renyi,6
Sorted DAG (truth),0.4671902355202851,2.0031645569620253,2.3449367088607596,0.7708836223936771,4.794303797468355,1.0,316,20,2,10,0.5,erdos-renyi,6
Clustered DAG,0.6714864774442645,3.0126582278481013,3.2753164556962027,0.665118461004537,4.2405063291139244,1.0,316,20,2,10,0.5,erdos-renyi,6
Contextual DAG,0.33474258907398385,1.334,1.568,0.8348040952511535,3.955,1.0,1000,20,2,10,0.5,erdos-renyi,6
Fixed DAG,0.8755098236935888,4.514,4.413,0.43751669441669433,5.0,1.0,1000,20,2,10,0.5,erdos-renyi,6
Sorted DAG (fixed),0.47383904152125655,3.12,2.962,0.6276493659283388,5.449,1.0,1000,20,2,10,0.5,erdos-renyi,6
Sorted DAG (truth),0.22264806670663764,1.925,2.421,0.8321235916560217,5.846,1.0,1000,20,2,10,0.5,erdos-renyi,6
Clustered DAG,0.4621002907169238,2.353,2.71,0.7474658979908977,4.86,1.0,1000,20,2,10,0.5,erdos-renyi,6
Contextual DAG,0.21848887238381892,0.42188488298545224,0.5101201771030993,0.9486380131094941,4.991777356103732,1.0,3162,20,2,10,0.5,erdos-renyi,6
Fixed DAG,0.8793820917281503,4.741935483870968,5.105629348513599,0.4484519907669812,6.0,1.0,3162,20,2,10,0.5,erdos-renyi,6
Sorted DAG (fixed),0.5512233233890631,2.8010752688172045,2.3946869070208727,0.5216370121632987,4.989247311827957,1.0,3162,20,2,10,0.5,erdos-renyi,6
Sorted DAG (truth),0.18391352931022648,0.34345351043643263,0.41492726122707146,0.9593052973885096,5.203668564199874,1.0,3162,20,2,10,0.5,erdos-renyi,6
Clustered DAG,0.5231147596806849,2.5929791271347247,2.880139152435168,0.7096753279586184,4.789057558507274,1.0,3162,20,2,10,0.5,erdos-renyi,6
Contextual DAG,0.11368281446124791,0.455,0.5057,0.9461515556665556,4.8511,1.0,10000,20,2,10,0.5,erdos-renyi,6
Fixed DAG,0.9153185814850329,3.9469,3.9019,0.42348826118326116,5.0,1.0,10000,20,2,10,0.5,erdos-renyi,6
Sorted DAG (fixed),0.5227182014500307,3.23,1.9571,0.47473247130320667,5.1191,1.0,10000,20,2,10,0.5,erdos-renyi,6
Sorted DAG (truth),0.12984708257830463,0.2273,0.2916,0.9754539854589853,4.9038,1.0,10000,20,2,10,0.5,erdos-renyi,6
Clustered DAG,0.33850541858448413,2.3694,2.4697,0.7347424897324901,4.9093,1.0,10000,20,2,10,0.5,erdos-renyi,6
Contextual DAG,0.9358648507934967,8.06,8.41,0.19662047683624614,5.81,1.0,100,20,5,10,0.5,erdos-renyi,6
Fixed DAG,0.9374054082928038,5.63,5.49,0.30182794982794986,5.0,1.0,100,20,5,10,0.5,erdos-renyi,6
Sorted DAG (fixed),1.0,4.85,4.85,0.0,0.0,1.0,100,20,5,10,0.5,erdos-renyi,6
Sorted DAG (truth),0.8229457192460954,6.98,7.99,0.4237514691564698,7.25,1.0,100,20,5,10,0.5,erdos-renyi,6
Clustered DAG,0.9374054082928038,5.63,5.49,0.30182794982794986,5.0,1.0,100,20,5,10,0.5,erdos-renyi,6
Contextual DAG,0.8318800618067989,5.018987341772152,5.281645569620253,0.28952352841843176,2.6234177215189876,1.0,316,20,5,10,0.5,erdos-renyi,6
Fixed DAG,0.9394575886486173,5.705696202531645,5.427215189873418,0.30801018601651514,5.0,1.0,316,20,5,10,0.5,erdos-renyi,6
Sorted DAG (fixed),0.8816156152048863,6.363924050632911,6.4335443037974684,0.28547502840283473,4.9525316455696204,1.0,316,20,5,10,0.5,erdos-renyi,6
Sorted DAG (truth),0.6704856209636082,3.617088607594937,4.1044303797468356,0.5914507008549706,4.430379746835443,1.0,316,20,5,10,0.5,erdos-renyi,6
Clustered DAG,0.8580672207543224,5.275316455696203,5.64873417721519,0.3863376602300653,4.781645569620253,1.0,316,20,5,10,0.5,erdos-renyi,6
Contextual DAG,0.5666475774203397,2.959,3.352,0.6502302578226725,4.547,1.0,1000,20,5,10,0.5,erdos-renyi,6
Fixed DAG,0.877301112545421,4.562,4.552,0.40488119103119097,4.0,1.0,1000,20,5,10,0.5,erdos-renyi,6
Sorted DAG (fixed),0.5736396855668071,4.06,4.205,0.5463145381431658,4.642,1.0,1000,20,5,10,0.5,erdos-renyi,6
Sorted DAG (truth),0.450921646354145,1.773,2.117,0.7807091554987836,4.563,1.0,1000,20,5,10,0.5,erdos-renyi,6
Clustered DAG,0.6897901755896014,4.187,4.54,0.5313869186369187,4.547,1.0,1000,20,5,10,0.5,erdos-renyi,6
Contextual DAG,0.3259631655878056,1.6407337128399746,1.9335863377609108,0.8065113183554651,4.563883617963314,1.0,3162,20,5,10,0.5,erdos-renyi,6
Fixed DAG,0.9192278193519622,4.960151802656546,4.94876660341556,0.39727822953629405,5.0,1.0,3162,20,5,10,0.5,erdos-renyi,6
Sorted DAG (fixed),0.5693900079443025,4.185958254269449,3.9086021505376345,0.4727417189362798,5.575901328273245,1.0,3162,20,5,10,0.5,erdos-renyi,6
Sorted DAG (truth),0.23228914227128222,0.7482605945604048,0.9680581910183428,0.9179962002925237,5.10910815939279,1.0,3162,20,5,10,0.5,erdos-renyi,6
Clustered DAG,0.5034550361827753,3.4218848829854522,3.836812144212524,0.6173768356880313,5.088867805186591,1.0,3162,20,5,10,0.5,erdos-renyi,6
Contextual DAG,0.28111943993839156,1.3802,1.66,0.853860520885749,4.7453,1.0,10000,20,5,10,0.5,erdos-renyi,6
Fixed DAG,0.8846211072927402,4.8026,4.8695,0.4248362165612165,5.0,1.0,10000,20,5,10,0.5,erdos-renyi,6
Sorted DAG (fixed),0.4838230980973979,3.0256,2.9301,0.6036972455744628,5.3965,1.0,10000,20,5,10,0.5,erdos-renyi,6
Sorted DAG (truth),0.16191849440702788,0.8919,1.1192,0.920306564898324,5.6377,1.0,10000,20,5,10,0.5,erdos-renyi,6
Clustered DAG,0.449909223042896,3.0019,3.336,0.6659714747180926,4.8849,1.0,10000,20,5,10,0.5,erdos-renyi,6
Contextual DAG,0.8397305681105383,5.14,5.3,0.26547959842015567,2.93,1.0,100,20,2,10,0.5,scale-free,6
Fixed DAG,0.9277620442559398,4.9,4.9,0.3546868686868686,4.0,1.0,100,20,2,10,0.5,scale-free,6
Sorted DAG (fixed),0.8214629876538514,5.42,5.58,0.3659582096789258,4.24,1.0,100,20,2,10,0.5,scale-free,6
Sorted DAG (truth),0.8179308514430517,4.14,4.4,0.32421428571428573,2.41,1.0,100,20,2,10,0.5,scale-free,6
Clustered DAG,0.9277620442559398,4.9,4.9,0.3546868686868686,4.0,1.0,100,20,2,10,0.5,scale-free,6
Contextual DAG,0.4726728450426746,6.022151898734177,6.620253164556962,0.48196686362284846,6.541139240506329,1.0,316,20,2,10,0.5,scale-free,6
Fixed DAG,0.9215082877161165,5.129746835443038,5.965189873417722,0.3006059692768554,5.0,1.0,316,20,2,10,0.5,scale-free,6
Sorted DAG (fixed),0.7158894713651918,5.882911392405063,6.110759493670886,0.3138846244577228,5.082278481012659,1.0,316,20,2,10,0.5,scale-free,6
Sorted DAG (truth),0.431916274291042,3.892405063291139,4.2784810126582276,0.6350730097732968,6.110759493670886,1.0,316,20,2,10,0.5,scale-free,6
Clustered DAG,0.5629569084482412,2.800632911392405,3.579113924050633,0.6316532096595386,4.5094936708860756,1.0,316,20,2,10,0.5,scale-free,6
Contextual DAG,0.3145004343414103,1.185,1.356,0.8227261044682865,4.717,1.0,1000,20,2,10,0.5,scale-free,6
Fixed DAG,0.9399872410942376,4.935,4.77,0.3583387889887889,4.0,1.0,1000,20,2,10,0.5,scale-free,6
Sorted DAG (fixed),0.6073135412977145,3.862,2.872,0.44349192898604667,5.022,1.0,1000,20,2,10,0.5,scale-free,6
Sorted DAG (truth),0.4654139771646271,1.477,1.679,0.7865879556717786,3.699,1.0,1000,20,2,10,0.5,scale-free,6
Clustered DAG,0.4559542935089409,2.733,2.683,0.6956207015207013,5.106,1.0,1000,20,2,10,0.5,scale-free,6
Contextual DAG,0.19602004563598743,0.7751423149905123,0.8561037318153067,0.902898637057172,4.727703984819734,1.0,3162,20,2,10,0.5,scale-free,6
Fixed DAG,0.8341301023169023,4.3108791903858314,4.748893105629349,0.4164709087384609,4.0,1.0,3162,20,2,10,0.5,scale-free,6
Sorted DAG (fixed),0.41539970531087445,2.168247944339026,1.965528146742568,0.673357870913475,4.981973434535105,1.0,3162,20,2,10,0.5,scale-free,6
Sorted DAG (truth),0.11441462136134055,0.7808349146110057,0.937697659709045,0.9276333040514602,5.655913978494624,1.0,3162,20,2,10,0.5,scale-free,6
Clustered DAG,0.36489587287313807,2.2141049968374444,2.4595192915876027,0.7524890797131001,4.848513598987982,1.0,3162,20,2,10,0.5,scale-free,6
Contextual DAG,0.28060497829995074,0.3946,0.4997,0.9536658855033855,4.9081,1.0,10000,20,2,10,0.5,scale-free,6
Fixed DAG,0.9325488340395686,4.6505,4.7259,0.40025088023088023,4.0,1.0,10000,20,2,10,0.5,scale-free,6
Sorted DAG (fixed),0.6620313025684784,3.0275,3.0453,0.5446200556469674,4.9951,1.0,10000,20,2,10,0.5,scale-free,6
Sorted DAG (truth),0.15534071407477307,0.2713,0.3144,0.9728284625324796,5.2749,1.0,10000,20,2,10,0.5,scale-free,6
Clustered DAG,0.41269341765362083,1.7023,1.885,0.8195382819957822,4.9812,1.0,10000,20,2,10,0.5,scale-free,6
Contextual DAG,0.860319980412841,12.54,12.98,0.23230279486414512,11.23,1.0,100,20,5,10,0.5,scale-free,6
Fixed DAG,0.8981794483156714,4.89,4.85,0.32330591630591626,3.0,1.0,100,20,5,10,0.5,scale-free,6
Sorted DAG (fixed),1.0,5.03,5.03,0.0,0.0,1.0,100,20,5,10,0.5,scale-free,6
Sorted DAG (truth),0.7972451342711007,10.07,10.42,0.31960700862658986,9.4,1.0,100,20,5,10,0.5,scale-free,6
Clustered DAG,0.8981794483156714,4.89,4.85,0.32330591630591626,3.0,1.0,100,20,5,10,0.5,scale-free,6
Contextual DAG,0.6769075100803594,4.8354430379746836,5.427215189873418,0.5021506043093611,5.80379746835443,1.0,316,20,5,10,0.5,scale-free,6
Fixed DAG,0.9200434242237073,5.060126582278481,5.80379746835443,0.35524089131684067,5.0,1.0,316,20,5,10,0.5,scale-free,6
Sorted DAG (fixed),0.8159549587794951,4.8924050632911396,5.180379746835443,0.33540813438411127,3.4968354430379747,1.0,316,20,5,10,0.5,scale-free,6
Sorted DAG (truth),0.685011584840765,3.0,3.3797468354430378,0.5563564536718221,3.4746835443037973,1.0,316,20,5,10,0.5,scale-free,6
Clustered DAG,0.7713402732739484,5.003164556962025,5.689873417721519,0.4011015004685891,4.727848101265823,1.0,316,20,5,10,0.5,scale-free,6
Contextual DAG,0.47058832553137503,3.965,4.459,0.6216957261882614,5.682,1.0,1000,20,5,10,0.5,scale-free,6
Fixed DAG,0.920507458831168,4.997,5.006,0.35011800976800966,4.0,1.0,1000,20,5,10,0.5,scale-free,6
Sorted DAG (fixed),0.6458287721764282,4.677,4.856,0.4783786904108384,5.337,1.0,1000,20,5,10,0.5,scale-free,6
Sorted DAG (truth),0.5100094828826894,2.91,3.377,0.6786191201918136,4.887,1.0,1000,20,5,10,0.5,scale-free,6
Clustered DAG,0.6618029560667917,4.106,4.432,0.549254859029859,4.858,1.0,1000,20,5,10,0.5,scale-free,6
Contextual DAG,0.29061785839703647,1.5335230866540164,1.706831119544592,0.8196327508894532,5.186907020872865,1.0,3162,20,5,10,0.5,scale-free,6
Fixed DAG,0.9527042390713233,6.053763440860215,6.1125869702719795,0.24397871437719632,4.0,1.0,3162,20,5,10,0.5,scale-free,6
Sorted DAG (fixed),0.6710469660141593,4.191334598355471,3.601834282099937,0.37904755564201353,4.2201138519924095,1.0,3162,20,5,10,0.5,scale-free,6
Sorted DAG (truth),0.45976338805224337,1.4886148007590132,1.58191018342821,0.7785684904799173,3.7637571157495255,1.0,3162,20,5,10,0.5,scale-free,6
Clustered DAG,0.6773795413419843,4.788741302972802,4.824794433902594,0.48359930460332284,4.90101201771031,1.0,3162,20,5,10,0.5,scale-free,6
Contextual DAG,0.3325122504834599,1.0507,1.339,0.8517026506500035,4.3086,1.0,10000,20,5,10,0.5,scale-free,6
Fixed DAG,0.86965340152299,5.1126,5.3945,0.46460726301476307,7.0,1.0,10000,20,5,10,0.5,scale-free,6
Sorted DAG (fixed),0.4882257335095131,2.7104,2.3534,0.5461442407901697,4.4349,1.0,10000,20,5,10,0.5,scale-free,6
Sorted DAG (truth),0.20163869908434165,0.9757,1.1852,0.9060762590097343,5.7557,1.0,10000,20,5,10,0.5,scale-free,6
Clustered DAG,0.500519344171085,3.3447,3.733,0.6130879799285683,4.994,1.0,10000,20,5,10,0.5,scale-free,6
Contextual DAG,0.5950968997380555,5.88,6.51,0.45236463381424413,5.71,1.0,100,20,2,10,0.5,erdos-renyi,7
Fixed DAG,0.8644354386803276,5.34,5.61,0.42545226995227003,5.0,1.0,100,20,2,10,0.5,erdos-renyi,7
Sorted DAG (fixed),0.7417119142948289,5.19,5.57,0.4051853408029878,4.28,1.0,100,20,2,10,0.5,erdos-renyi,7
Sorted DAG (truth),0.5225173341377911,5.48,6.55,0.5910092345073031,7.32,1.0,100,20,2,10,0.5,erdos-renyi,7
Clustered DAG,0.8644354386803276,5.34,5.61,0.42545226995227003,5.0,1.0,100,20,2,10,0.5,erdos-renyi,7
Contextual DAG,0.6884789708170054,4.332278481012659,3.9145569620253164,0.398198238545539,4.082278481012659,1.0,316,20,2,10,0.5,erdos-renyi,7
Fixed DAG,0.9215012189452539,5.060126582278481,4.417721518987341,0.3469110706452478,4.0,1.0,316,20,2,10,0.5,erdos-renyi,7
Sorted DAG (fixed),0.7833653995142662,4.1044303797468356,3.6645569620253164,0.36286577161826994,3.259493670886076,1.0,316,20,2,10,0.5,erdos-renyi,7
Sorted DAG (truth),0.5115811907934643,2.3702531645569622,2.721518987341772,0.6640182028817546,4.022151898734177,1.0,316,20,2,10,0.5,erdos-renyi,7
Clustered DAG,0.6331177226341123,3.4841772151898733,3.6867088607594938,0.5751076630823465,3.712025316455696,1.0,316,20,2,10,0.5,erdos-renyi,7
Contextual DAG,0.27854127985239835,1.378,1.474,0.8222337548330577,4.743,1.0,1000,20,2,10,0.5,erdos-renyi,7
Fixed DAG,0.8805242501907903,4.871,5.237,0.3721725774225773,5.0,1.0,1000,20,2,10,0.5,erdos-renyi,7
Sorted DAG (fixed),0.5515858210700363,3.941,3.819,0.4868951368033411,5.568,1.0,1000,20,2,10,0.5,erdos-renyi,7
Sorted DAG (truth),0.16950822642206523,1.922,2.364,0.8477965843138177,6.585,1.0,1000,20,2,10,0.5,erdos-renyi,7
Clustered DAG,0.4137044971591897,2.301,2.354,0.715853413253413,4.83,1.0,1000,20,2,10,0.5,erdos-renyi,7
Contextual DAG,0.25553062281094174,0.5945604048070842,0.6454775458570525,0.9345892994654014,4.883301707779887,1.0,3162,20,2,10,0.5,erdos-renyi,7
Fixed DAG,0.8061743917670586,5.080645161290323,5.4304237824161925,0.44313267728827505,6.0,1.0,3162,20,2,10,0.5,erdos-renyi,7
Sorted DAG (fixed),0.5502228071479504,2.6647691334598353,2.3390259329538265,0.6041866212408479,4.766603415559772,1.0,3162,20,2,10,0.5,erdos-renyi,7
Sorted DAG (truth),0.1556268258022068,0.439595192915876,0.5578747628083491,0.9558227500291051,5.2786211258697024,1.0,3162,20,2,10,0.5,erdos-renyi,7
Clustered DAG,0.3637381592222972,1.7960151802656545,1.9626818469323213,0.8068513055034986,5.0493358633776095,1.0,3162,20,2,10,0.5,erdos-renyi,7
Contextual DAG,0.14610532136810525,0.3338,0.3411,0.9642332572329632,4.8055,1.0,10000,20,2,10,0.5,erdos-renyi,7
Fixed DAG,0.9073650447827873,4.7098,3.9707,0.4038356393606394,6.0,1.0,10000,20,2,10,0.5,erdos-renyi,7
Sorted DAG (fixed),0.5868159999959068,2.9494,1.0831,0.47847111843866497,5.1,1.0,10000,20,2,10,0.5,erdos-renyi,7
Sorted DAG (truth),0.15950293861864187,0.167,0.2169,0.9830037698902404,4.931,1.0,10000,20,2,10,0.5,erdos-renyi,7
Clustered DAG,0.3374560867392838,1.4424,1.5502,0.8353480295358237,4.9908,1.0,10000,20,2,10,0.5,erdos-renyi,7
Contextual DAG,0.9424200354194503,9.16,9.24,0.15056583064861434,6.75,1.0,100,20,5,10,0.5,erdos-renyi,7
Fixed DAG,0.9448336440889527,5.68,5.9,0.23815873015873013,3.0,1.0,100,20,5,10,0.5,erdos-renyi,7
Sorted DAG (fixed),0.9507011209717198,11.04,10.98,0.15289739285492457,8.95,1.0,100,20,5,10,0.5,erdos-renyi,7
Sorted DAG (truth),0.7921050359605376,6.56,7.28,0.4260481158275276,6.77,1.0,100,20,5,10,0.5,erdos-renyi,7
Clustered DAG,0.9448336440889527,5.68,5.9,0.23815873015873013,3.0,1.0,100,20,5,10,0.5,erdos-renyi,7
Contextual DAG,0.8122767605183573,3.8164556962025316,3.9841772151898733,0.4030501416574916,3.0474683544303796,1.0,316,20,5,10,0.5,erdos-renyi,7
Fixed DAG,0.8676798918658174,5.5886075949367084,5.4113924050632916,0.34886263525504035,6.0,1.0,316,20,5,10,0.5,erdos-renyi,7
