estimator,est_error,shd,cpshd,f1score,sparsity,dag_rate,n,p,m,ne,s,graph_type,id
Fixed DAG,0.9215501368478553,5.318,5.6857,0.3717633105783106,5.0,1.0,10000,20,5,10,0.5,scale-free,2
Sorted DAG (fixed),0.5899409710011165,3.0764,2.4547,0.4765987198324403,4.4206,1.0,10000,20,5,10,0.5,scale-free,2
Sorted DAG (truth),0.2054849431773459,0.8288,0.99,0.9184217159835348,5.5425,1.0,10000,20,5,10,0.5,scale-free,2
Clustered DAG,0.521768237197807,3.3392,3.6507,0.6328398080729042,5.0231,1.0,10000,20,5,10,0.5,scale-free,2
Contextual DAG,0.7285887148423312,5.88,6.16,0.30450130189926927,4.73,1.0,100,20,2,10,0.5,erdos-renyi,3
Fixed DAG,0.9470358210254628,4.69,4.85,0.2792784992784993,4.0,1.0,100,20,2,10,0.5,erdos-renyi,3
Sorted DAG (fixed),0.8498627970369254,5.61,5.53,0.2154546157317055,3.06,1.0,100,20,2,10,0.5,erdos-renyi,3
Sorted DAG (truth),0.557034259851628,5.48,5.94,0.45415178372426984,6.42,1.0,100,20,2,10,0.5,erdos-renyi,3
Clustered DAG,0.9470358210254628,4.69,4.85,0.2792784992784993,4.0,1.0,100,20,2,10,0.5,erdos-renyi,3
Contextual DAG,0.5527063544920771,3.0031645569620253,3.268987341772152,0.5953144641746849,3.3512658227848102,1.0,316,20,2,10,0.5,erdos-renyi,3
Fixed DAG,0.6762174972227816,3.4367088607594938,3.8734177215189876,0.5802824812318482,5.0,1.0,316,20,2,10,0.5,erdos-renyi,3
Sorted DAG (fixed),0.4402709794980634,5.193037974683544,5.208860759493671,0.5318534628481381,6.5284810126582276,1.0,316,20,2,10,0.5,erdos-renyi,3
Sorted DAG (truth),0.39654308789491943,2.481012658227848,3.0949367088607596,0.7520971399311585,4.6455696202531644,1.0,316,20,2,10,0.5,erdos-renyi,3
Clustered DAG,0.44086000331800523,3.5158227848101267,4.117088607594937,0.6395728919463096,5.237341772151899,1.0,316,20,2,10,0.5,erdos-renyi,3
Contextual DAG,0.17555553650718186,1.445,1.826,0.8555626316493959,5.191,1.0,1000,20,2,10,0.5,erdos-renyi,3
Fixed DAG,0.9195031708948109,3.928,3.224,0.45250562770562763,5.0,1.0,1000,20,2,10,0.5,erdos-renyi,3
Sorted DAG (fixed),0.5052311325622415,4.114,3.772,0.5138952647626085,6.15,1.0,1000,20,2,10,0.5,erdos-renyi,3
Sorted DAG (truth),0.1503972240346105,1.307,1.615,0.8844264265576183,5.301,1.0,1000,20,2,10,0.5,erdos-renyi,3
Clustered DAG,0.36321108923662115,2.794,3.186,0.7119674547674547,4.978,1.0,1000,20,2,10,0.5,erdos-renyi,3
Contextual DAG,0.15447317731609864,0.6739405439595193,0.7735610373181531,0.9113528593130108,4.691650853889943,1.0,3162,20,2,10,0.5,erdos-renyi,3
Fixed DAG,0.798308980273673,3.719481340923466,2.777988614800759,0.5028539437932228,5.0,1.0,3162,20,2,10,0.5,erdos-renyi,3
Sorted DAG (fixed),0.45852056569677563,2.947501581277672,1.7027197975964579,0.5454200216661224,5.032574320050601,1.0,3162,20,2,10,0.5,erdos-renyi,3
Sorted DAG (truth),0.1306080775668651,0.4035420619860848,0.5180265654648957,0.9538006093983321,4.867805186590766,1.0,3162,20,2,10,0.5,erdos-renyi,3
Clustered DAG,0.3525911854405338,2.314990512333966,2.2099936748893105,0.6944206577033901,4.752688172043011,1.0,3162,20,2,10,0.5,erdos-renyi,3
Contextual DAG,0.15902489452131724,0.1861,0.231,0.97136708115414,4.9184,1.0,10000,20,2,10,0.5,erdos-renyi,3
Fixed DAG,0.8755714407469395,5.1056,5.0514,0.34453903096903105,5.0,1.0,10000,20,2,10,0.5,erdos-renyi,3
Sorted DAG (fixed),0.5446371862958168,2.3096,1.6472,0.5565810514975221,4.8581,1.0,10000,20,2,10,0.5,erdos-renyi,3
Sorted DAG (truth),0.16010950585747497,0.1576,0.2014,0.9759581290424402,5.0343,1.0,10000,20,2,10,0.5,erdos-renyi,3
Clustered DAG,0.40376596192623154,1.185,1.298,0.8453025554304655,4.9888,1.0,10000,20,2,10,0.5,erdos-renyi,3
Contextual DAG,1.0,4.88,4.88,0.0,0.0,1.0,100,20,5,10,0.5,erdos-renyi,3
Fixed DAG,0.9114185147370307,7.4,7.53,0.24888378288378288,6.0,1.0,100,20,5,10,0.5,erdos-renyi,3
Sorted DAG (fixed),1.0,4.88,4.88,0.0,0.0,1.0,100,20,5,10,0.5,erdos-renyi,3
Sorted DAG (truth),0.8578376702829926,10.36,11.17,0.2848058446367789,9.4,1.0,100,20,5,10,0.5,erdos-renyi,3
Clustered DAG,0.9114185147370307,7.4,7.53,0.24888378288378288,6.0,1.0,100,20,5,10,0.5,erdos-renyi,3
Contextual DAG,0.8200934876067643,4.484177215189874,4.674050632911392,0.40039051087787136,3.528481012658228,1.0,316,20,5,10,0.5,erdos-renyi,3
Fixed DAG,0.9263045283101425,6.072784810126582,6.2215189873417724,0.3131520729621996,6.0,1.0,316,20,5,10,0.5,erdos-renyi,3
Sorted DAG (fixed),0.8444077940489619,6.0664556962025316,6.1613924050632916,0.2844546490629835,4.9335443037974684,1.0,316,20,5,10,0.5,erdos-renyi,3
Sorted DAG (truth),0.6644711525016251,2.528481012658228,3.0569620253164556,0.666424202051612,3.768987341772152,1.0,316,20,5,10,0.5,erdos-renyi,3
Clustered DAG,0.8468447812772648,4.860759493670886,5.294303797468355,0.42899010272428,4.224683544303797,1.0,316,20,5,10,0.5,erdos-renyi,3
Contextual DAG,0.47378991369143053,3.801,4.442,0.6327149286039236,5.722,1.0,1000,20,5,10,0.5,erdos-renyi,3
Fixed DAG,0.9270056132232157,4.939,4.599,0.3488196747696747,4.0,1.0,1000,20,5,10,0.5,erdos-renyi,3
Sorted DAG (fixed),0.7406941475229183,5.741,5.514,0.3310279961066586,5.228,1.0,1000,20,5,10,0.5,erdos-renyi,3
Sorted DAG (truth),0.4543759738369161,1.708,2.051,0.7838896427135924,4.347,1.0,1000,20,5,10,0.5,erdos-renyi,3
Clustered DAG,0.6774206283470665,4.05,4.259,0.5538585576188517,5.086,1.0,1000,20,5,10,0.5,erdos-renyi,3
Contextual DAG,0.31325125872820747,1.9519291587602783,2.325426944971537,0.7789739024485958,5.183428209993675,1.0,3162,20,5,10,0.5,erdos-renyi,3
Fixed DAG,0.9126228324102823,4.907020872865275,5.303605313092979,0.4255462841326219,5.0,1.0,3162,20,5,10,0.5,erdos-renyi,3
Sorted DAG (fixed),0.5058840484798939,3.8055028462998104,3.563251106894371,0.5273047976586449,5.52213788741303,1.0,3162,20,5,10,0.5,erdos-renyi,3
Sorted DAG (truth),0.23965218150050588,1.2020872865275143,1.5164452877925363,0.8733023856343326,5.475648323845667,1.0,3162,20,5,10,0.5,erdos-renyi,3
Clustered DAG,0.5926251313644525,3.761227071473751,4.181846932321315,0.557374728050864,4.734029095509172,1.0,3162,20,5,10,0.5,erdos-renyi,3
Contextual DAG,0.2980464987669176,0.8634,0.9809,0.8920914024434456,4.4225,1.0,10000,20,5,10,0.5,erdos-renyi,3
Fixed DAG,0.9292539329935323,5.5621,4.9678,0.37348819180819176,6.0,1.0,10000,20,5,10,0.5,erdos-renyi,3
Sorted DAG (fixed),0.5503631272981729,3.2757,2.3886,0.5514039435391073,5.3723,1.0,10000,20,5,10,0.5,erdos-renyi,3
Sorted DAG (truth),0.15961219282655464,0.7577,0.9682,0.927666976028787,5.5845,1.0,10000,20,5,10,0.5,erdos-renyi,3
Clustered DAG,0.47389456187300955,2.9531,3.2906,0.6768074325674328,4.7822,1.0,10000,20,5,10,0.5,erdos-renyi,3
Contextual DAG,0.6845231174010037,4.23,4.7,0.49927518665208803,4.21,1.0,100,20,2,10,0.5,scale-free,3
Fixed DAG,0.9596997722381388,5.31,5.17,0.23022510822510825,4.0,1.0,100,20,2,10,0.5,scale-free,3
Sorted DAG (fixed),0.8702699893745824,5.48,5.55,0.2566432156781463,3.54,1.0,100,20,2,10,0.5,scale-free,3
Sorted DAG (truth),0.599733804250458,3.59,4.04,0.6103464843303449,5.21,1.0,100,20,2,10,0.5,scale-free,3
Clustered DAG,0.9596997722381388,5.31,5.17,0.23022510822510825,4.0,1.0,100,20,2,10,0.5,scale-free,3
Contextual DAG,0.4724893835348778,3.0221518987341773,3.3512658227848102,0.6644275705815456,5.0474683544303796,1.0,316,20,2,10,0.5,scale-free,3
Fixed DAG,0.958310611639726,5.727848101265823,5.746835443037975,0.26861777463043296,5.0,1.0,316,20,2,10,0.5,scale-free,3
Sorted DAG (fixed),0.7563618205659766,5.272151898734177,5.284810126582278,0.33623238848735576,5.015822784810126,1.0,316,20,2,10,0.5,scale-free,3
Sorted DAG (truth),0.5067600194953574,1.5126582278481013,1.7215189873417722,0.7554512387457092,4.139240506329114,1.0,316,20,2,10,0.5,scale-free,3
Clustered DAG,0.5984771168371622,4.348101265822785,4.715189873417722,0.5554584216767762,5.825949367088608,1.0,316,20,2,10,0.5,scale-free,3
Contextual DAG,0.3578469920205272,2.304,2.617,0.7000742518505856,4.789,1.0,1000,20,2,10,0.5,scale-free,3
Fixed DAG,0.8677982704365826,4.39,3.564,0.457344916194916,6.0,1.0,1000,20,2,10,0.5,scale-free,3
Sorted DAG (fixed),0.5912455640364545,4.779,4.028,0.4769558814774462,6.474,1.0,1000,20,2,10,0.5,scale-free,3
Sorted DAG (truth),0.47409831562866495,2.017,2.293,0.6953930110738932,3.353,1.0,1000,20,2,10,0.5,scale-free,3
Clustered DAG,0.41835904558688175,2.877,3.47,0.687548629148629,5.125,1.0,1000,20,2,10,0.5,scale-free,3
Contextual DAG,0.21424802527368597,0.5265654648956357,0.6790006325110689,0.9424051421205119,4.873181530676787,1.0,3162,20,2,10,0.5,scale-free,3
Fixed DAG,0.8014089141578156,3.209044908285895,3.0515496521189123,0.5826700567687285,6.0,1.0,3162,20,2,10,0.5,scale-free,3
Sorted DAG (fixed),0.38867832649775547,2.3953194180898167,1.7947501581277672,0.5954001134503981,5.036369386464263,1.0,3162,20,2,10,0.5,scale-free,3
Sorted DAG (truth),0.2053128015230319,0.31562302340290954,0.439595192915876,0.9643622488973531,4.934218848829855,1.0,3162,20,2,10,0.5,scale-free,3
Clustered DAG,0.49164034012894786,2.308032890575585,2.577166350411132,0.7341087228184003,4.950347881087919,1.0,3162,20,2,10,0.5,scale-free,3
Contextual DAG,0.20441183483210837,0.4037,0.4498,0.9459917513042514,4.7731,1.0,10000,20,2,10,0.5,scale-free,3
Fixed DAG,0.9397303217044604,4.8097,5.1238,0.32801973970473974,4.0,1.0,10000,20,2,10,0.5,scale-free,3
Sorted DAG (fixed),0.570368141845672,3.0046,1.8321,0.5169183948894244,5.02,1.0,10000,20,2,10,0.5,scale-free,3
Sorted DAG (truth),0.11524374631901281,0.2586,0.3011,0.9576750305576776,5.1786,1.0,10000,20,2,10,0.5,scale-free,3
Clustered DAG,0.4308712068247578,2.3838,2.4702,0.7421925848497909,5.039,1.0,10000,20,2,10,0.5,scale-free,3
Contextual DAG,1.0164038161465,12.57,12.67,0.06122391240739835,8.91,1.0,100,20,5,10,0.5,scale-free,3
Fixed DAG,0.9579744568315114,6.59,7.06,0.21474109224109225,5.0,1.0,100,20,5,10,0.5,scale-free,3
Sorted DAG (fixed),0.9059927385524252,9.84,10.35,0.21730211090623747,8.05,1.0,100,20,5,10,0.5,scale-free,3
Sorted DAG (truth),0.8422489056215873,8.21,8.52,0.3115379401784157,7.58,1.0,100,20,5,10,0.5,scale-free,3
Clustered DAG,0.9579744568315114,6.59,7.06,0.21474109224109225,5.0,1.0,100,20,5,10,0.5,scale-free,3
Contextual DAG,0.7845150416741455,4.344936708860759,4.829113924050633,0.47015312474166915,4.2594936708860756,1.0,316,20,5,10,0.5,scale-free,3
Fixed DAG,0.9203735647248122,5.246835443037975,6.10126582278481,0.4366910164378519,6.0,1.0,316,20,5,10,0.5,scale-free,3
Sorted DAG (fixed),0.8547524109821137,6.569620253164557,7.227848101265823,0.3702265116931894,5.655063291139241,1.0,316,20,5,10,0.5,scale-free,3
Sorted DAG (truth),0.7206935225302783,4.715189873417722,5.3386075949367084,0.5681112757794019,6.094936708860759,1.0,316,20,5,10,0.5,scale-free,3
Clustered DAG,0.8783376870247148,5.268987341772152,5.889240506329114,0.42301880608842635,5.231012658227848,1.0,316,20,5,10,0.5,scale-free,3
Contextual DAG,0.5789363355482873,3.138,3.54,0.6551615328159606,5.099,1.0,1000,20,5,10,0.5,scale-free,3
Fixed DAG,0.9127264242197924,5.391,5.527,0.3835719724719724,6.0,1.0,1000,20,5,10,0.5,scale-free,3
Sorted DAG (fixed),0.6245567410078895,5.281,5.116,0.4049612024718099,5.656,1.0,1000,20,5,10,0.5,scale-free,3
Sorted DAG (truth),0.4724043262800647,2.099,2.399,0.7452925179390222,4.483,1.0,1000,20,5,10,0.5,scale-free,3
Clustered DAG,0.7560128073438396,4.53,4.934,0.49396216561216566,5.027,1.0,1000,20,5,10,0.5,scale-free,3
Contextual DAG,0.3885861472319533,1.7504743833017078,2.0300442757748263,0.7822196092382764,4.461100569259962,1.0,3162,20,5,10,0.5,scale-free,3
Fixed DAG,0.9253115887408743,5.2893738140417454,5.319734345351043,0.38137693004865675,5.0,1.0,3162,20,5,10,0.5,scale-free,3
Sorted DAG (fixed),0.5885481071938162,4.365591397849462,3.700189753320683,0.5105420463656937,5.98798228969007,1.0,3162,20,5,10,0.5,scale-free,3
Sorted DAG (truth),0.22491987874504019,1.4965211891208097,1.717900063251107,0.8607627143945984,6.133776091081594,1.0,3162,20,5,10,0.5,scale-free,3
Clustered DAG,0.5764443493116675,3.778621125869703,4.18943706514864,0.5822222629330008,5.057558507273877,1.0,3162,20,5,10,0.5,scale-free,3
Contextual DAG,0.26755865363357156,1.0553,1.3342,0.8872515379670506,4.9373,1.0,10000,20,5,10,0.5,scale-free,3
Fixed DAG,0.848795111804966,4.3326,5.2187,0.5318583655233656,6.0,1.0,10000,20,5,10,0.5,scale-free,3
Sorted DAG (fixed),0.4228464686348445,2.2635,2.4091,0.7004205276739436,4.4887,1.0,10000,20,5,10,0.5,scale-free,3
Sorted DAG (truth),0.4532349311061406,1.6795,2.0325,0.784508505122329,3.7887,1.0,10000,20,5,10,0.5,scale-free,3
Clustered DAG,0.46482471491471944,2.8949,3.4311,0.6903176631701634,4.9255,1.0,10000,20,5,10,0.5,scale-free,3
Contextual DAG,0.8834225594084147,8.2,8.39,0.22082897431264037,5.8,1.0,100,20,2,10,0.5,erdos-renyi,4
Fixed DAG,0.9185351365412835,5.44,5.59,0.3861983571983572,4.0,1.0,100,20,2,10,0.5,erdos-renyi,4
Sorted DAG (fixed),0.8821736429256705,7.28,7.46,0.2379881815183067,5.26,1.0,100,20,2,10,0.5,erdos-renyi,4
Sorted DAG (truth),0.7346313113278569,4.95,5.37,0.46675608790186796,4.63,1.0,100,20,2,10,0.5,erdos-renyi,4
Clustered DAG,0.9185351365412835,5.44,5.59,0.3861983571983572,4.0,1.0,100,20,2,10,0.5,erdos-renyi,4
Contextual DAG,0.36695536619292507,2.5664556962025316,2.75,0.7253214795003112,5.481012658227848,1.0,316,20,2,10,0.5,erdos-renyi,4
Fixed DAG,0.9512011445930207,5.968354430379747,5.9335443037974684,0.27748292495127935,5.0,1.0,316,20,2,10,0.5,erdos-renyi,4
Sorted DAG (fixed),0.7007401191362134,5.60126582278481,5.5854430379746836,0.40929876536775545,5.920886075949367,1.0,316,20,2,10,0.5,erdos-renyi,4
Sorted DAG (truth),0.41910071116662384,1.1962025316455696,1.3829113924050633,0.7911955288444492,4.300632911392405,1.0,316,20,2,10,0.5,erdos-renyi,4
Clustered DAG,0.6942155836115502,2.75,3.2151898734177213,0.6525976484837244,4.098101265822785,1.0,316,20,2,10,0.5,erdos-renyi,4
Contextual DAG,0.32672602111003646,1.933,2.186,0.7597129583179115,5.036,1.0,1000,20,2,10,0.5,erdos-renyi,4
Fixed DAG,0.841058129523888,4.575,4.976,0.4666278665778664,6.0,1.0,1000,20,2,10,0.5,erdos-renyi,4
Sorted DAG (fixed),0.5758644958747913,3.042,2.561,0.5690365518023203,4.358,1.0,1000,20,2,10,0.5,erdos-renyi,4
Sorted DAG (truth),0.24510327297317372,1.565,2.035,0.8407962188780066,5.68,1.0,1000,20,2,10,0.5,erdos-renyi,4
Clustered DAG,0.4273614861975922,2.399,2.541,0.7329159118659118,4.672,1.0,1000,20,2,10,0.5,erdos-renyi,4
Contextual DAG,0.2928115242612542,0.5803289057558507,0.7030360531309298,0.9278673729812247,4.622707147375079,1.0,3162,20,2,10,0.5,erdos-renyi,4
Fixed DAG,0.8794208372024436,4.638836179633143,4.657179000632511,0.3916600951230932,4.0,1.0,3162,20,2,10,0.5,erdos-renyi,4
Sorted DAG (fixed),0.6142322426114593,2.747944339025933,1.7577482605945605,0.5728543430617499,4.85673624288425,1.0,3162,20,2,10,0.5,erdos-renyi,4
Sorted DAG (truth),0.1483381196196391,0.5373181530676787,0.7365591397849462,0.9442966299014464,5.523086654016446,1.0,3162,20,2,10,0.5,erdos-renyi,4
Clustered DAG,0.4021579684665532,1.8292220113851991,2.0309930423782414,0.7936077275735719,5.000948766603416,1.0,3162,20,2,10,0.5,erdos-renyi,4
Contextual DAG,0.2360408970306926,0.2184,0.2836,0.9739160340639752,5.0636,1.0,10000,20,2,10,0.5,erdos-renyi,4
Fixed DAG,0.9012715776260436,5.1633,5.7184,0.42727376900876896,6.0,1.0,10000,20,2,10,0.5,erdos-renyi,4
Sorted DAG (fixed),0.4854871614114199,1.9148,2.0564,0.697618551239782,5.1083,1.0,10000,20,2,10,0.5,erdos-renyi,4
Sorted DAG (truth),0.12394099116807508,0.2202,0.2993,0.9747311609632198,5.2374,1.0,10000,20,2,10,0.5,erdos-renyi,4
Clustered DAG,0.4826702921381174,1.6979,1.9155,0.8397426696506107,4.9936,1.0,10000,20,2,10,0.5,erdos-renyi,4
Contextual DAG,0.959439358568023,12.35,12.64,0.14589437047094875,10.02,1.0,100,20,5,10,0.5,erdos-renyi,4
Fixed DAG,0.935371847748544,5.79,5.9,0.32495343545343547,5.0,1.0,100,20,5,10,0.5,erdos-renyi,4
Sorted DAG (fixed),0.8913932394787559,10.0,10.55,0.28402734773742383,9.13,1.0,100,20,5,10,0.5,erdos-renyi,4
Sorted DAG (truth),0.8300775333704775,8.57,9.46,0.37748706138099813,8.84,1.0,100,20,5,10,0.5,erdos-renyi,4
Clustered DAG,0.935371847748544,5.79,5.9,0.32495343545343547,5.0,1.0,100,20,5,10,0.5,erdos-renyi,4
Contextual DAG,0.8479798592427655,4.724683544303797,4.981012658227848,0.3868691318511536,3.7974683544303796,1.0,316,20,5,10,0.5,erdos-renyi,4
Fixed DAG,0.9393327383568967,5.572784810126582,5.481012658227848,0.34220078444762003,5.0,1.0,316,20,5,10,0.5,erdos-renyi,4
Sorted DAG (fixed),0.8234067130404767,6.129746835443038,6.6044303797468356,0.37674033719996897,5.243670886075949,1.0,316,20,5,10,0.5,erdos-renyi,4
Sorted DAG (truth),0.6982431280859508,3.4082278481012658,3.9746835443037973,0.5759357260303454,3.8417721518987342,1.0,316,20,5,10,0.5,erdos-renyi,4
Clustered DAG,0.8314990182679073,5.227848101265823,5.506329113924051,0.44829772899393144,5.449367088607595,1.0,316,20,5,10,0.5,erdos-renyi,4
Contextual DAG,0.4360392888393351,2.967,3.545,0.717509116071984,5.669,1.0,1000,20,5,10,0.5,erdos-renyi,4
Fixed DAG,0.9564841216906995,4.758,5.024,0.3763966644466644,3.0,1.0,1000,20,5,10,0.5,erdos-renyi,4
Sorted DAG (fixed),0.6431483533573609,4.413,4.66,0.5009406475819085,4.981,1.0,1000,20,5,10,0.5,erdos-renyi,4
Sorted DAG (truth),0.4727414870449017,1.427,1.759,0.8051679585979892,4.159,1.0,1000,20,5,10,0.5,erdos-renyi,4
Clustered DAG,0.7162623276258455,4.126,4.657,0.5661989502327738,4.861,1.0,1000,20,5,10,0.5,erdos-renyi,4
Contextual DAG,0.3237599093355685,1.420303605313093,1.6612903225806452,0.8365058839813211,4.643580012650221,1.0,3162,20,5,10,0.5,erdos-renyi,4
Fixed DAG,0.8424893717705654,4.60910815939279,4.76438962681847,0.45880726905394836,5.0,1.0,3162,20,5,10,0.5,erdos-renyi,4
Sorted DAG (fixed),0.5303256230445943,3.221378874130297,3.1654016445287794,0.606455384892445,4.933586337760911,1.0,3162,20,5,10,0.5,erdos-renyi,4
Sorted DAG (truth),0.4599825472938282,1.5218216318785578,1.8023402909550916,0.8051543922874427,3.8396584440227706,1.0,3162,20,5,10,0.5,erdos-renyi,4
Clustered DAG,0.49479620630293736,3.1046805819101833,3.4165085388994307,0.6656631091166195,5.062934851359898,1.0,3162,20,5,10,0.5,erdos-renyi,4
Contextual DAG,0.2294567979955968,0.9125,1.1083,0.8996056856715844,5.1886,1.0,10000,20,5,10,0.5,erdos-renyi,4
Fixed DAG,0.9512733820587094,5.5007,5.2368,0.2796969991119991,4.0,1.0,10000,20,5,10,0.5,erdos-renyi,4
Sorted DAG (fixed),0.6051304073882197,3.486,2.7885,0.5005649404896565,5.2365,1.0,10000,20,5,10,0.5,erdos-renyi,4
Sorted DAG (truth),0.16223834293608663,0.6627,0.9305,0.936655287386332,5.5839,1.0,10000,20,5,10,0.5,erdos-renyi,4
Clustered DAG,0.4681798086299782,2.7592,3.1398,0.6848134033450213,4.9206,1.0,10000,20,5,10,0.5,erdos-renyi,4
Contextual DAG,0.8247626673005585,5.3,5.92,0.3259895387550186,3.11,1.0,100,20,2,10,0.5,scale-free,4
Fixed DAG,0.825519488589571,4.53,4.78,0.4753170163170164,5.0,1.0,100,20,2,10,0.5,scale-free,4
Sorted DAG (fixed),0.8014033254353655,5.77,6.39,0.31558604957134373,3.76,1.0,100,20,2,10,0.5,scale-free,4
Sorted DAG (truth),0.6055533760778332,6.16,7.16,0.5173121119018801,7.55,1.0,100,20,2,10,0.5,scale-free,4
Clustered DAG,0.825519488589571,4.53,4.78,0.4753170163170164,5.0,1.0,100,20,2,10,0.5,scale-free,4
Contextual DAG,0.4502049177754707,3.75,3.939873417721519,0.6076487034916693,5.199367088607595,1.0,316,20,2,10,0.5,scale-free,4
Fixed DAG,0.8806055909104907,4.882911392405063,4.3924050632911396,0.37476602160146466,5.0,1.0,316,20,2,10,0.5,scale-free,4
Sorted DAG (fixed),0.5590948709423111,6.113924050632911,5.832278481012659,0.4438604479694035,7.332278481012659,1.0,316,20,2,10,0.5,scale-free,4
Sorted DAG (truth),0.4850267875199522,2.4082278481012658,2.661392405063291,0.6663463031342779,3.5537974683544302,1.0,316,20,2,10,0.5,scale-free,4
Clustered DAG,0.5816705108207101,4.037974683544304,4.287974683544304,0.532191929027372,4.775316455696203,1.0,316,20,2,10,0.5,scale-free,4
Contextual DAG,0.3719686596774833,1.459,1.682,0.8310201494412015,4.746,1.0,1000,20,2,10,0.5,scale-free,4
Fixed DAG,0.9410231415234291,4.92,4.749,0.36750006660006646,4.0,1.0,1000,20,2,10,0.5,scale-free,4
Sorted DAG (fixed),0.5557114753771503,3.861,3.829,0.5398233219908968,5.666,1.0,1000,20,2,10,0.5,scale-free,4
Sorted DAG (truth),0.4928559579074904,1.387,1.642,0.8417726304741004,4.418,1.0,1000,20,2,10,0.5,scale-free,4
Clustered DAG,0.4232859048435002,2.863,3.053,0.6813467920967917,4.969,1.0,1000,20,2,10,0.5,scale-free,4
Contextual DAG,0.2587073122359296,0.5053763440860215,0.5578747628083491,0.925997698677406,4.941808981657179,1.0,3162,20,2,10,0.5,scale-free,4
Fixed DAG,0.9584755724170313,5.241935483870968,5.451612903225806,0.3031074642554718,4.0,1.0,3162,20,2,10,0.5,scale-free,4
Sorted DAG (fixed),0.6648573801765358,3.6609740670461735,2.3605313092979125,0.4761266730859203,4.898481973434535,1.0,3162,20,2,10,0.5,scale-free,4
Sorted DAG (truth),0.2208535652684236,0.5053763440860215,0.553763440860215,0.9400135266287942,5.275142314990513,1.0,3162,20,2,10,0.5,scale-free,4
Clustered DAG,0.5117504085127352,2.544908285895003,2.6375711574952563,0.7174851897533001,4.91808981657179,1.0,3162,20,2,10,0.5,scale-free,4
Contextual DAG,0.2110308970779467,0.3108,0.32,0.9623864972935561,4.846,1.0,10000,20,2,10,0.5,scale-free,4
Fixed DAG,0.9086646667891403,5.249,5.1455,0.34155185703185686,5.0,1.0,10000,20,2,10,0.5,scale-free,4
Sorted DAG (fixed),0.5952603751158492,3.9679,3.215,0.43647736057028624,4.8725,1.0,10000,20,2,10,0.5,scale-free,4
Sorted DAG (truth),0.2769508078772824,0.4904,0.5268,0.943236558996559,4.5048,1.0,10000,20,2,10,0.5,scale-free,4
Clustered DAG,0.4282738163998366,2.2873,2.368,0.7699634818612764,4.938,1.0,10000,20,2,10,0.5,scale-free,4
Contextual DAG,0.9112913987583715,9.21,9.6,0.18026045909341104,7.0,1.0,100,20,5,10,0.5,scale-free,4
Fixed DAG,0.9266237448036078,4.96,5.06,0.32355627705627704,4.0,1.0,100,20,5,10,0.5,scale-free,4
Sorted DAG (fixed),0.9058024131023651,8.99,9.39,0.1848768920893384,6.76,1.0,100,20,5,10,0.5,scale-free,4
Sorted DAG (truth),0.8150386206874424,7.62,8.22,0.3108366444185329,6.51,1.0,100,20,5,10,0.5,scale-free,4
Clustered DAG,0.9266237448036078,4.96,5.06,0.32355627705627704,4.0,1.0,100,20,5,10,0.5,scale-free,4
